BagAction,32882019307506_ACCESS_BAG,2011-06-13 13:51:58,4,
BagAction,32882019307522_ACCESS_BAG,2011-06-13 13:51:58,4,
BagAction,32882019307530_ACCESS_BAG,2011-06-13 13:51:58,4,
BagAction,32882019307704_ACCESS_BAG,2011-06-13 13:51:58,4,
BagAction,32882019307738_ACCESS_BAG,2011-06-13 13:51:58,4,
BagAction,32882019307746_ACCESS_BAG,2011-06-13 13:51:58,4,
BagAction,32882019291346_ACCESS_BAG,2011-06-13 13:51:58,4,
BagAction,32882019291353_ACCESS_BAG,2011-06-13 13:51:58,4,
BagAction,39020025220107_ACCESS_BAG,2011-06-13 13:10:38,3,
BagAction,39020025220107_ACCESS_BAG,2011-06-13 13:21:26,4,
BagAction,39020025220115_ACCESS_BAG,2011-06-13 13:10:38,3,
BagAction,39020025220115_ACCESS_BAG,2011-06-13 13:21:26,4,
BagAction,32882019070484_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,32882019070484_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,32882019290694_PRESRV_BAG,2012-05-23 12:23:03,3,
BagAction,39020024848304_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848304_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,32882019068389_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,32882019068389_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,32882019297749_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,32882019297749_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,32882019070369_ACCESS_BAG,2012-03-20 12:16:55,3,
BagAction,32882019064107_ACCESS_BAG,2011-06-13 13:10:38,3,
BagAction,32882019064107_ACCESS_BAG,2011-06-13 13:21:26,4,
BagAction,32882019064347_ACCESS_BAG,2011-06-13 13:10:38,3,
BagAction,32882019064347_ACCESS_BAG,2011-06-13 13:21:26,4,
BagAction,32882019263030_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,32882019263030_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848395_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848395_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024827696_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024827696_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848403_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848403_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848445_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848445_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848452_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848452_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848593_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848593_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020025219927_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020025219927_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020025220255_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020025220255_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020025220297_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020025220297_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024828066_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024828066_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024827704_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024827704_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020025954887_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020025954887_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024828199_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024828199_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024827902_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024827902_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848478_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848478_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848486_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848486_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848494_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848494_ACCESS_BAG,2011-07-05 16:05:14,4,
BagAction,39020024848502_ACCESS_BAG,2011-07-05 12:44:15,3,
BagAction,39020024848502_ACCESS_BAG,2011-07-05 16:05:14,4,
